_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,ask_question_here,ask_question_here:confidence,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment:confidence,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment:confidence,_created_at,orig__golden,orig__unit_id,_updated_at,orig_q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold_reason,orig_q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold_reason,w1,w2,w3,w4
802945432,false,finalized,8,10/7/15 5:57,,,bloody,0.3833,bodies were found,0.8921,9/25/15 13:39,,796451407,9/29/15 2:34,,,,,,,bloody,losing hope,bodies were found,injury
802945433,false,finalized,8,10/7/15 17:39,,,slip,0.8692,wreckage,0.8712,9/25/15 13:39,,796451408,9/29/15 2:34,,,,,,,slip,loner,wreckage,real sad
802945434,false,finalized,8,10/7/15 19:38,,,full game,0.5022,my least favorite,0.8803,9/25/15 13:39,,796451409,9/29/15 2:34,,,,,,,too,my least favorite,shameless,full game
802945435,false,finalized,8,10/8/15 3:20,,,#finallyinthehotel #exhausted,0.7728,nobody loves me,0.7407,9/25/15 13:39,,796451410,9/29/15 2:34,,,,,,,nobody loves me,missed,#finallyinthehotel #exhausted,rising nuclear danger
802945436,false,finalized,8,10/7/15 17:54,,,buddy,1,drunk,0.5016,9/25/15 13:39,,796451411,9/29/15 2:34,,,,,,,fussy,buddy,paths,drunk
802945437,false,finalized,8,10/7/15 6:33,,,giant,0.7397,real disaster,0.4933,9/25/15 13:39,,796451412,9/29/15 2:34,,,,,,,giant,real disaster,stupid romance,burns
802945438,false,finalized,8,10/7/15 20:18,,,a free copy,0.6209,heart attack,1,9/25/15 13:39,,796451413,9/29/15 2:34,,,,,,,dance competition,heart attack,expect nothing less,a free copy
802945439,false,finalized,8,10/8/15 3:45,,,cancer foundation,0.7731,like hell,0.7533,9/25/15 13:39,,796451414,9/29/15 2:34,,,,,,,other,fallen,cancer foundation,like hell
802945440,false,finalized,8,10/8/15 5:03,,,heck yes,1,make no promises,0.6135,9/25/15 13:39,,796451415,9/29/15 2:34,,,,,,,chilly,make no promises,fragile,heck yes
802945441,false,finalized,8,10/8/15 0:10,,,soft,0.8833,no money left,0.6357,9/25/15 13:39,,796451416,9/29/15 2:34,,,,,,,drama,raining,soft,no money left
802945442,false,finalized,8,10/7/15 17:27,,,try our best,0.7612,sadness,1,9/25/15 13:39,,796451417,9/29/15 2:34,,,,,,,try our best,leave feedback,tweeting,sadness
802945443,false,finalized,8,10/7/15 19:22,,,happy tears,0.8714,dark,0.6174,9/25/15 13:39,,796451418,9/29/15 2:34,,,,,,,year gone,happy tears,king,dark
802945444,false,finalized,8,10/8/15 12:14,,,best shit,0.6165,impossible dream,1,9/25/15 13:39,,796451419,9/29/15 2:34,,,,,,,impossible dream,ill help you,best shit,twitterworld
802945445,false,finalized,8,10/7/15 3:35,,,fits well,0.8922,sick,1,9/25/15 13:39,,796451420,9/29/15 2:34,,,,,,,fits well,boy,drinking margaritas,sick
802945446,false,finalized,8,10/7/15 11:43,,,cool,1,hope is lost,0.876,9/25/15 13:39,,796451421,9/29/15 2:34,,,,,,,phone just died,hope is lost,cool,poor little baby
802945447,false,finalized,8,10/7/15 18:31,,,concern,0.6224,pain,0.5048,9/25/15 13:39,,796451422,9/29/15 2:34,,,,,,,pain,concern,no hopes,kick
802945448,false,finalized,8,10/7/15 20:18,,,drinking hot chocolate,1,job losses,0.5051,9/25/15 13:39,,796451423,9/29/15 2:34,,,,,,,job losses,storm,hurricane,drinking hot chocolate
802945449,false,finalized,8,10/7/15 17:52,,,cats,0.4973,bloody work,0.8724,9/25/15 13:39,,796451424,9/29/15 2:34,,,,,,,cats,fits,major subject,bloody work
802945450,false,finalized,8,10/8/15 0:02,,,hot self shot,0.3805,want,0.5067,9/25/15 13:39,,796451425,9/29/15 2:34,,,,,,,tips,hot self shot,clear,want
802945451,false,finalized,8,10/7/15 18:44,,,church,0.6283,left,0.8754,9/25/15 13:39,,796451426,9/29/15 2:34,,,,,,,church,day,fair game,left
802945452,false,finalized,8,10/8/15 14:22,,,super,1,#exhausted,1,9/25/15 13:39,,796451427,9/29/15 2:34,,,,,,,super,back tooth,#exhausted,puppy
802945453,false,finalized,8,10/7/15 6:56,,,helping,0.6212,latest,0.503,9/25/15 13:39,,796451428,9/29/15 2:34,,,,,,,latest,truth,helping,drive
802945454,false,finalized,8,10/7/15 19:01,,,awesome,0.6255,bodies,0.8767,9/25/15 13:39,,796451429,9/29/15 2:34,,,,,,,bodies,long holiday,dead sexy,awesome
802945455,false,finalized,8,10/8/15 3:19,,,computer,0.5256,bother,0.6413,9/25/15 13:39,,796451430,9/29/15 2:34,,,,,,,computer,hard enough,bother,silly
802945456,false,finalized,8,10/7/15 20:11,,,success,0.875,steal,0.7507,9/25/15 13:39,,796451431,9/29/15 2:34,,,,,,,unbelievably,success,doubt,steal
802945457,false,finalized,8,10/8/15 14:05,,,bar is open,0.6306,the worst dream,1,9/25/15 13:39,,796451432,9/29/15 2:34,,,,,,,the worst dream,serious,talk,bar is open
802945458,false,finalized,8,10/7/15 3:12,,,customer,0.7649,hurt like crazy,0.8726,9/25/15 13:39,,796451433,9/29/15 2:34,,,,,,,customer,hurt like crazy,isn't doing well,hope he recovers
802945459,false,finalized,8,10/8/15 11:43,,,no thanks needed,0.5139,broken,1,9/25/15 13:39,,796451434,9/29/15 2:34,,,,,,,emotional fair,no thanks needed,broken,settle
802945460,false,finalized,8,10/7/15 18:36,,,achievement,1,paranoid,1,9/25/15 13:39,,796451435,9/29/15 2:34,,,,,,,paranoid,cheap beer,wisdom tooth,achievement
802945461,false,finalized,8,10/7/15 4:50,,,cute,0.8709,credit,0.513,9/25/15 13:39,,796451436,9/29/15 2:34,,,,,,,cute,call,the festive break,credit
802945462,false,finalized,8,10/8/15 1:07,,,romance,0.8738,invisible,0.6258,9/25/15 13:39,,796451437,9/29/15 2:34,,,,,,,invisible,romance,teething,little drive
802945463,false,finalized,8,10/8/15 4:39,,,amazing,1,visit,0.6415,9/25/15 13:39,,796451438,9/29/15 2:34,,,,,,,amazing,new,visit,worry free
802945464,false,finalized,8,10/7/15 17:41,,,bloody hilarious,0.5077,work issues,1,9/25/15 13:39,,796451439,9/29/15 2:34,,,,,,,need a hug,love never fails,bloody hilarious,work issues
802945465,false,finalized,8,10/7/15 20:20,,,committed,0.7645,need tips,0.632,9/25/15 13:39,,796451440,9/29/15 2:34,,,,,,,popular demand,committed,need tips,no better way
802945466,false,finalized,8,10/7/15 19:07,,,reason,0.8699,worst,1,9/25/15 13:39,,796451441,9/29/15 2:34,,,,,,,highly doubt,bad for laughing,reason,worst
802945467,false,finalized,8,10/7/15 20:54,,,afternoon,1,suck,0.8789,9/25/15 13:39,,796451442,9/29/15 2:34,,,,,,,afternoon,rain,miss the sun,suck
802945468,false,finalized,8,10/7/15 23:49,,,peaceful,0.8944,issues,1,9/25/15 13:39,,796451443,9/29/15 2:34,,,,,,,better,peaceful,issues,feel
802945469,false,finalized,8,10/7/15 13:01,,,postcode,1,breaking my heart,0.8724,9/25/15 13:39,,796451444,9/29/15 2:34,,,,,,,stress level,breaking my heart,postcode,dental
802945470,false,finalized,8,10/7/15 15:02,,,much,1,major suckage,0.7628,9/25/15 13:39,,796451445,9/29/15 2:34,,,,,,,major suckage,super sad,cut,much
802945471,false,finalized,8,10/8/15 1:07,,,bright spot,0.6215,doesn't feel good,0.8802,9/25/15 13:39,,796451446,9/29/15 2:34,,,,,,,doesn't feel good,little details,kid,bright spot
802945472,false,finalized,8,10/7/15 20:27,,,agree,0.6292,back leg,0.5039,9/25/15 13:39,,796451447,9/29/15 2:34,,,,,,,donated,agree,management,back leg
802945473,false,finalized,8,10/7/15 19:08,,,break dance,1,fight,0.7503,9/25/15 13:39,,796451448,9/29/15 2:34,,,,,,,fight,problem,break dance,headache
802945474,false,finalized,8,10/7/15 14:23,,,brighter,1,might actually cry,1,9/25/15 13:39,,796451449,9/29/15 2:34,,,,,,,might actually cry,realise,brighter,time
802945475,false,finalized,8,10/8/15 14:23,,,sing,1,hard to live,0.6466,9/25/15 13:39,,796451450,9/29/15 2:34,,,,,,,doesn't look promising,sing,quiz,hard to live
802945476,false,finalized,8,10/8/15 3:16,,,child,0.3907,way too hot,0.8953,9/25/15 13:39,,796451451,9/29/15 2:34,,,,,,,way too hot,relieve,child,right
802945477,false,finalized,8,10/7/15 22:53,,,presents,0.8591,hard,1,9/25/15 13:39,,796451452,9/29/15 2:34,,,,,,,a little brighter,presents,well gutted,hard
802945478,false,finalized,8,10/7/15 20:18,,,deep respect,0.743,refuse responsibility,0.6195,9/25/15 13:39,,796451453,9/29/15 2:34,,,,,,,good hearing,refuse responsibility,deep respect,scary dream
802945479,false,finalized,8,10/7/15 22:26,,,sweet,0.8687,coffee break,0.4991,9/25/15 13:39,,796451454,9/29/15 2:34,,,,,,,donation,great capture,sweet,coffee break
802945480,false,finalized,8,10/7/15 11:56,,,willing,0.6124,please kill me,1,9/25/15 13:39,,796451455,9/29/15 2:34,,,,,,,all nite long,willing,please kill me,wild at heart
802945481,false,finalized,8,10/7/15 18:00,,,luv ya too,0.7542,won't even bother,1,9/25/15 13:39,,796451456,9/29/15 2:34,,,,,,,ready to serve,words of wisdom,won't even bother,luv ya too
802945482,false,finalized,8,10/8/15 2:25,,,no greater feeling,0.7497,back in hospital,1,9/25/15 13:39,,796451457,9/29/15 2:34,,,,,,,weed,back in hospital,love the rain,no greater feeling
802945483,false,finalized,8,10/7/15 19:28,,,isnt it great,1,stupid work,0.75,9/25/15 13:39,,796451458,9/29/15 2:34,,,,,,,isnt it great,stupid work,tired,ever
802945484,false,finalized,8,10/7/15 18:08,,,funky,0.4971,stress,0.6232,9/25/15 13:39,,796451459,9/29/15 2:34,,,,,,,funky,happy birthday loser,replacement,stress
802945686,false,finalized,8,10/8/15 11:21,,,liked it too,0.7478,pick me plssss,0.501,9/25/15 13:39,,796451460,9/29/15 2:34,,,,,,,helps,gown,pick me plssss,liked it too
802945687,false,finalized,8,10/7/15 17:35,,,wear,0.5014,like i'm crazy,0.8715,9/25/15 13:39,,796451461,9/29/15 2:34,,,,,,,like i'm crazy,bitter sweet,wear,notice me sweetheart
802945688,false,finalized,8,10/7/15 23:31,,,just too funny,1,hit,0.7591,9/25/15 13:39,,796451462,9/29/15 2:34,,,,,,,hit,still,straight,just too funny
802945689,false,finalized,8,10/8/15 2:43,,,loves,1,lack,0.7461,9/25/15 13:39,,796451463,9/29/15 2:34,,,,,,,year,super sick start,loves,lack
802945690,false,finalized,8,10/7/15 14:09,,,clean,0.8887,torture,0.8708,9/25/15 13:39,,796451464,9/29/15 2:34,,,,,,,won't come back,clean,teeth,torture
802945691,false,finalized,8,10/7/15 12:51,,,post,1,just looks wrong,0.6227,9/25/15 13:39,,796451465,9/29/15 2:34,,,,,,,post,lack of food,just looks wrong,freudian slip
802945692,false,finalized,8,10/8/15 13:37,,,little joy,0.6106,liquor,0.6106,9/25/15 13:39,,796451466,9/29/15 2:34,,,,,,,little joy,self,helper,liquor
802945693,false,finalized,8,10/7/15 17:29,,,time well spent,0.8734,leaving,0.8771,9/25/15 13:39,,796451467,9/29/15 2:34,,,,,,,leaving,way,time well spent,a nose job
802945694,false,finalized,8,10/7/15 11:35,,,motivation,0.6324,whatever works,0.7419,9/25/15 13:39,,796451468,9/29/15 2:34,,,,,,,motivation,bar exam passers,whatever works,journey
802945695,false,finalized,8,10/8/15 3:21,,,baby kick,0.6146,nite,0.3765,9/25/15 13:39,,796451469,9/29/15 2:34,,,,,,,plain,nite,baby kick,hair
802945696,false,finalized,8,10/7/15 15:40,,,overflow with #love,0.8752,busy,0.8752,9/25/15 13:39,,796451470,9/29/15 2:34,,,,,,,back rub,busy,knight,overflow with #love
802945697,false,finalized,8,10/8/15 3:21,,,laughing out loud,0.8909,hate public transport,0.7463,9/25/15 13:39,,796451471,9/29/15 2:34,,,,,,,nuclear,laughing out loud,relaxed,hate public transport
802945698,false,finalized,8,10/7/15 17:56,,,perfect,0.758,addiction,1,9/25/15 13:39,,796451472,9/29/15 2:34,,,,,,,addiction,green,peace,perfect
802945699,false,finalized,8,10/7/15 11:35,,,happy,0.7486,horror fans,1,9/25/15 13:39,,796451473,9/29/15 2:34,,,,,,,happy,horror fans,epic,absolute
802945700,false,finalized,8,10/8/15 4:18,,,nice cold beer,1,wonder what's wrong,1,9/25/15 13:39,,796451474,9/29/15 2:34,,,,,,,mystery,nice cold beer,spent,wonder what's wrong
802945701,false,finalized,8,10/7/15 18:36,,,favorite football player,0.6301,losses,0.6189,9/25/15 13:39,,796451475,9/29/15 2:34,,,,,,,favorite football player,long lost friends,losses,you poor baby
802945702,false,finalized,8,10/8/15 11:21,,,try,1,boring,0.6196,9/25/15 13:39,,796451476,9/29/15 2:34,,,,,,,try,posers,sensitive teeth,boring
802945703,false,finalized,8,10/8/15 13:39,,,amazing things happened,0.8762,need volunteers,0.6074,9/25/15 13:39,,796451477,9/29/15 2:34,,,,,,,pretty,amazing things happened,sheer,need volunteers
802945704,false,finalized,8,10/7/15 4:43,,,ridiculously awesome,0.744,you're impossible,0.8921,9/25/15 13:39,,796451478,9/29/15 2:34,,,,,,,you're impossible,want it badly,ridiculously awesome,eternal peace
802945705,false,finalized,8,10/7/15 21:33,,,happiness,1,extra slow,1,9/25/15 13:39,,796451479,9/29/15 2:34,,,,,,,pet,happiness,extra slow,dinner
802945706,false,finalized,8,10/7/15 23:04,,,mad props,0.518,wrecked,0.7341,9/25/15 13:39,,796451480,9/29/15 2:34,,,,,,,mad props,scary,wrecked,fans
802945707,false,finalized,8,10/8/15 13:41,,,worked,1,feel like death,0.6147,9/25/15 13:39,,796451481,9/29/15 2:34,,,,,,,worked,cancer,stolen,feel like death
802945708,false,finalized,8,10/8/15 14:20,,,little lamb,1,wicked,0.7653,9/25/15 13:39,,796451482,9/29/15 2:34,,,,,,,little lamb,latest issue,wicked,sad smiley
802945709,false,finalized,8,10/7/15 17:31,,,couldn't stop smiling,1,sucks to live,1,9/25/15 13:39,,796451483,9/29/15 2:34,,,,,,,couldn't stop smiling,sucks to live,right eye hurts,barely moving
802945710,false,finalized,8,10/7/15 11:32,,,wonderful,1,truly broke,1,9/25/15 13:39,,796451484,9/29/15 2:34,,,,,,,wonderful,truly broke,smells like paint,nose
802945711,false,finalized,8,10/8/15 3:19,,,effort,0.7308,hate money,0.8726,9/25/15 13:39,,796451485,9/29/15 2:34,,,,,,,breaking,hate money,teething baby,effort
802945712,false,finalized,8,10/8/15 3:16,,,tax refund,0.5157,cancer patient,1,9/25/15 13:39,,796451486,9/29/15 2:34,,,,,,,pill,cancer patient,tax refund,breakfast
802945713,false,finalized,8,10/7/15 3:15,,,super dark,0.7579,lost my money,0.5129,9/25/15 13:39,,796451487,9/29/15 2:34,,,,,,,super dark,snot,lost my money,accidentally
802945714,false,finalized,8,10/7/15 4:39,,,going,0.6198,hate,1,9/25/15 13:39,,796451488,9/29/15 2:34,,,,,,,going,hate,black coffee,frozen
802945715,false,finalized,8,10/7/15 13:46,,,#at_1st_sight,0.8702,sadly yes,0.62,9/25/15 13:39,,796451489,9/29/15 2:34,,,,,,,crack,spent my money,sadly yes,#at_1st_sight
802945716,false,finalized,8,10/7/15 14:21,,,seriously hope,0.8773,money stolen,1,9/25/15 13:39,,796451490,9/29/15 2:34,,,,,,,white,seriously hope,stroll,money stolen
802945717,false,finalized,8,10/7/15 20:39,,,love,0.7501,wrecked beyond repair,1,9/25/15 13:39,,796451491,9/29/15 2:34,,,,,,,love,wrecked beyond repair,isn't he cute,isn't helping either
802945718,false,finalized,8,10/8/15 3:16,,,love the smell,0.6035,friend died,0.8712,9/25/15 13:39,,796451492,9/29/15 2:34,,,,,,,less,love the smell,happy fathers day,friend died
802945719,false,finalized,8,10/8/15 0:50,,,friendship,0.8856,addict,0.7533,9/25/15 13:39,,796451493,9/29/15 2:34,,,,,,,friendship,just a bug,addict,cancer awareness
802945720,false,finalized,8,10/8/15 3:25,,,looked,0.6175,absolute agony,1,9/25/15 13:39,,796451494,9/29/15 2:34,,,,,,,looked,didnt sleep well,absolute agony,averted
802945721,false,finalized,8,10/8/15 3:17,,,drama free,0.6084,want to cry,0.774,9/25/15 13:39,,796451495,9/29/15 2:34,,,,,,,sick of working,want to cry,drama free,relieve your stress
802945722,false,finalized,8,10/8/15 13:29,,,fighting spirit,0.7604,regret,1,9/25/15 13:39,,796451496,9/29/15 2:34,,,,,,,regret,fighting spirit,bad sun,service
802945723,false,finalized,8,10/7/15 4:39,,,enjoying break,0.6183,moving,0.8715,9/25/15 13:39,,796451497,9/29/15 2:34,,,,,,,enjoying break,moving,#dog,definitely
802945724,false,finalized,8,10/7/15 17:33,,,absolute blast,0.8701,lies,1,9/25/15 13:39,,796451498,9/29/15 2:34,,,,,,,lies,shopping,smart creature,absolute blast
802945725,false,finalized,8,10/7/15 23:15,,,happiness overload,1,bad luck,1,9/25/15 13:39,,796451499,9/29/15 2:34,,,,,,,bad luck,happiness overload,super hit,follow
802945726,false,finalized,8,10/7/15 22:03,,,hard cider,0.8738,hopeless,0.7551,9/25/15 13:39,,796451500,9/29/15 2:34,,,,,,,hopeless,gunfire,hard cider,liquor store
802945727,false,finalized,8,10/8/15 14:06,,,trying new things,0.6186,bout to jump,1,9/25/15 13:39,,796451501,9/29/15 2:34,,,,,,,young,bout to jump,trying new things,dance
802945728,false,finalized,8,10/8/15 0:04,,,live shot,1,great shame,0.4078,9/25/15 13:39,,796451502,9/29/15 2:34,,,,,,,hate dreams,that will suck,live shot,great shame
802945729,false,finalized,8,10/7/15 11:49,,,grand,0.7426,nail,0.6392,9/25/15 13:39,,796451503,9/29/15 2:34,,,,,,,new reality,open,nail,grand
802945730,false,finalized,8,10/7/15 20:14,,,luv,1,lost respect,1,9/25/15 13:39,,796451504,9/29/15 2:34,,,,,,,game console,i need holiday,lost respect,luv
802945731,false,finalized,8,10/7/15 20:08,,,enjoying,1,plane wreckage found,0.875,9/25/15 13:39,,796451505,9/29/15 2:34,,,,,,,working out alone,plane wreckage found,drinking green tea,enjoying
802945732,false,finalized,8,10/8/15 14:44,,,drinking with friends,1,feeling like shit,1,9/25/15 13:39,,796451506,9/29/15 2:34,,,,,,,debris,stop following posers,feeling like shit,drinking with friends
802945733,false,finalized,8,10/7/15 23:24,,,pillow,0.8894,sad day indeed,0.8704,9/25/15 13:39,,796451507,9/29/15 2:34,,,,,,,sad day indeed,stuck,planning on leaving,pillow
802945734,false,finalized,8,10/8/15 11:47,,,excited,1,drinking,0.7481,9/25/15 13:39,,796451508,9/29/15 2:34,,,,,,,anymore,excited,young blood,drinking
802945735,false,finalized,8,10/7/15 17:49,,,hanging with friends,0.638,worth,0.5041,9/25/15 13:39,,796451509,9/29/15 2:34,,,,,,,loud and clear,worth,please,hanging with friends
802945736,false,finalized,8,10/7/15 18:00,,,faith,0.6189,super headache,1,9/25/15 13:39,,796451510,9/29/15 2:34,,,,,,,well deserved break,super headache,please stop ignoring,faith
802945737,false,finalized,8,10/8/15 14:48,,,great words,0.757,villain,1,9/25/15 13:39,,796451511,9/29/15 2:34,,,,,,,great words,villain,got,small achievement
802945738,false,finalized,8,10/7/15 20:18,,,no other reason,0.5032,agony,0.8903,9/25/15 13:39,,796451512,9/29/15 2:34,,,,,,,no other reason,stinking hot,agony,long jump
802945739,false,finalized,8,10/7/15 6:31,,,smell the roses,1,die,1,9/25/15 13:39,,796451513,9/29/15 2:34,,,,,,,full postcode,found,smell the roses,die
802945740,false,finalized,8,10/8/15 13:57,,,wont work,0.5055,broke my promise,0.6235,9/25/15 13:39,,796451514,9/29/15 2:34,,,,,,,broke my promise,nightmare,wont work,anger management
802945741,false,finalized,8,10/8/15 3:32,,,celebratory,0.8738,alone,1,9/25/15 13:39,,796451515,9/29/15 2:34,,,,,,,spirit,just try it,celebratory,alone
802945742,false,finalized,8,10/8/15 0:18,,,glad,0.7484,throw,0.877,9/25/15 13:39,,796451516,9/29/15 2:34,,,,,,,eternal,glad,throw,a long nap
802945743,false,finalized,8,10/7/15 11:49,,,winning,1,feel like crap,1,9/25/15 13:39,,796451517,9/29/15 2:34,,,,,,,winning,like a stranger,long rest,feel like crap
802945744,false,finalized,8,10/8/15 3:21,,,leave a #smile,0.8888,found dead,1,9/25/15 13:39,,796451518,9/29/15 2:34,,,,,,,found dead,a little present,leave a #smile,ego
802945745,false,finalized,8,10/7/15 6:02,,,flying,1,depressed,0.871,9/25/15 13:39,,796451519,9/29/15 2:34,,,,,,,force,depressed,urgent,flying
802945746,false,finalized,8,10/7/15 17:31,,,break,0.6276,like to torture,1,9/25/15 13:39,,796451520,9/29/15 2:34,,,,,,,break,still no word,refuses,like to torture
802945747,false,finalized,8,10/8/15 12:58,,,giving,0.5021,hate to admit,1,9/25/15 13:39,,796451521,9/29/15 2:34,,,,,,,hate to admit,struck gold,spread the words,giving
802945748,false,finalized,8,10/8/15 8:26,,,luck,0.9016,just got dumped,1,9/25/15 13:39,,796451522,9/29/15 2:34,,,,,,,struck,fashionably late,just got dumped,luck
802945749,false,finalized,8,10/7/15 21:39,,,proven,1,you're broke,0.7476,9/25/15 13:39,,796451523,9/29/15 2:34,,,,,,,proven,low,quit working,you're broke
802945750,false,finalized,8,10/7/15 23:50,,,fuzzy,0.6289,horrible daughter,0.5111,9/25/15 13:39,,796451524,9/29/15 2:34,,,,,,,fuzzy,please leave comments,horrible daughter,revenge
802945751,false,finalized,8,10/8/15 13:57,,,lounge,0.5165,really sore back,0.8754,9/25/15 13:39,,796451525,9/29/15 2:34,,,,,,,really sore back,back is sore,spa,lounge
802945752,false,finalized,8,10/7/15 21:36,,,love long weekends,0.8803,will miss u,0.5102,9/25/15 13:39,,796451526,9/29/15 2:34,,,,,,,will miss u,prince,nice try though,love long weekends
802945753,false,finalized,8,10/7/15 11:32,,,love being alone,0.6232,proven guilty,1,9/25/15 13:39,,796451527,9/29/15 2:34,,,,,,,proven guilty,ahead,love being alone,works
802945754,false,finalized,8,10/7/15 10:32,,,spread,1,crisis,0.7742,9/25/15 13:39,,796451528,9/29/15 2:34,,,,,,,wrong,throw rocks,crisis,spread
802945755,false,finalized,8,10/7/15 11:42,,,holiday,1,froze,0.875,9/25/15 13:39,,796451529,9/29/15 2:34,,,,,,,holiday,record,settle down,froze
802945756,false,finalized,8,10/7/15 17:35,,,liked,0.6297,break ups,1,9/25/15 13:39,,796451530,9/29/15 2:34,,,,,,,brother,cool game,break ups,liked
802945757,false,finalized,8,10/7/15 7:03,,,nice,1,like im invisible,0.8745,9/25/15 13:39,,796451531,9/29/15 2:34,,,,,,,nice,traffic,like im invisible,new comer
802945758,false,finalized,8,10/7/15 18:51,,,sexy beast,0.7485,dread going back,1,9/25/15 13:39,,796451532,9/29/15 2:34,,,,,,,cake,more,sexy beast,dread going back
802945759,false,finalized,8,10/8/15 14:27,,,awesome as hell,0.7449,fallen angel,1,9/25/15 13:39,,796451533,9/29/15 2:34,,,,,,,fallen angel,awesome as hell,sleep,funniest
802945760,false,finalized,8,10/7/15 17:30,,,crush,0.4981,shameless self promotion,0.6142,9/25/15 13:39,,796451534,9/29/15 2:34,,,,,,,crush,swallow,public restrooms,shameless self promotion
802945761,false,finalized,8,10/7/15 6:43,,,things,1,hurts like hell,0.7608,9/25/15 13:39,,796451535,9/29/15 2:34,,,,,,,hurts like hell,horrible friend,things,fails
802945762,false,finalized,8,10/7/15 3:39,,,hope,0.6435,latest shoot,0.498,9/25/15 13:39,,796451536,9/29/15 2:34,,,,,,,coulda been rich,chill,hope,latest shoot
802945763,false,finalized,8,10/7/15 3:17,,,worth a try,0.7468,feeling pretty sick,0.7539,9/25/15 13:39,,796451537,9/29/15 2:34,,,,,,,feeling pretty sick,finally,smart ass,worth a try
802945764,false,finalized,8,10/8/15 4:39,,,awareness,0.7379,constant pain,1,9/25/15 13:39,,796451538,9/29/15 2:34,,,,,,,repair,look,awareness,constant pain
802945765,false,finalized,8,10/7/15 11:32,,,best winter break,0.8738,achy,1,9/25/15 13:39,,796451539,9/29/15 2:34,,,,,,,achy,a little overboard,best winter break,gems
802945766,false,finalized,8,10/7/15 13:39,,,open mind,1,stupid wisdom,0.508,9/25/15 13:39,,796451540,9/29/15 2:34,,,,,,,didn't work either,constant,open mind,stupid wisdom
802945767,false,finalized,8,10/7/15 15:45,,,fucking genius,0.8756,year passed by,0.5027,9/25/15 13:39,,796451541,9/29/15 2:34,,,,,,,good replacement,need some #fridayfuel,fucking genius,year passed by
802945768,false,finalized,8,10/7/15 21:29,,,friends,0.8676,ass,1,9/25/15 13:39,,796451542,9/29/15 2:34,,,,,,,spent the afternoon,exist,ass,friends
802945769,false,finalized,8,10/7/15 18:11,,,dancer,0.7549,pee,0.8748,9/25/15 13:39,,796451543,9/29/15 2:34,,,,,,,pee,feeling,dancer,worth fighting
802945770,false,finalized,8,10/7/15 19:01,,,hey sorry,0.6131,mistakes,0.6306,9/25/15 13:39,,796451544,9/29/15 2:34,,,,,,,mistakes,super slow,hey sorry,stopped
802945771,false,finalized,8,10/7/15 21:44,,,chase your dreams,1,like a failure,0.8744,9/25/15 13:39,,796451545,9/29/15 2:34,,,,,,,chase your dreams,like a failure,fragile heart,hospital visit
802945772,false,finalized,8,10/7/15 21:39,,,summer,0.866,to crack open,0.626,9/25/15 13:39,,796451546,9/29/15 2:34,,,,,,,pop,to crack open,summer,leave it open
802945773,false,finalized,8,10/7/15 19:14,,,friend,0.8747,spoil,0.8792,9/25/15 13:39,,796451547,9/29/15 2:34,,,,,,,friend,actual,spoil,waited all year
802945774,false,finalized,8,10/8/15 4:16,,,margaritas,1,bitter,0.5167,9/25/15 13:39,,796451548,9/29/15 2:34,,,,,,,bitter,just so sad,shuttle,margaritas
802945775,false,finalized,8,10/8/15 14:23,,,nice break,0.8663,forget to smile,0.8659,9/25/15 13:39,,796451549,9/29/15 2:34,,,,,,,forget to smile,miss twitterworld,nice break,well
802945776,false,finalized,8,10/8/15 2:25,,,freaking love that,1,shoot,1,9/25/15 13:39,,796451550,9/29/15 2:34,,,,,,,lottttt,freaking love that,shoot,looks
802945777,false,finalized,8,10/7/15 22:05,,,sincere,0.7529,little grunt,0.6289,9/25/15 13:39,,796451551,9/29/15 2:34,,,,,,,hope i'm wrong,little grunt,wicked good,sincere
802945778,false,finalized,8,10/8/15 14:44,,,solved the problem,0.8781,poor effort,0.7355,9/25/15 13:39,,796451552,9/29/15 2:34,,,,,,,poor effort,stroke,sing with braces,solved the problem
802945779,false,finalized,8,10/7/15 4:50,,,court,0.5142,lazy,0.5053,9/25/15 13:39,,796451553,9/29/15 2:34,,,,,,,lazy,court,overflow,smells like pee
802945780,false,finalized,8,10/7/15 13:46,,,a love game,0.7453,mean,1,9/25/15 13:39,,796451554,9/29/15 2:34,,,,,,,score,music,a love game,mean
