_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,human_relation,human_relation:confidence,human_relation_type,human_relation_type:confidence,documentid,gold,human_relation_gold,human_relation_gold_reason,human_relation_type_gold,human_relation_type_gold_reason,text
711485121,false,finalized,3,4/29/15 22:40,impersonal experience,1,caused side effect,1,1640,false,,,,,"""  also, prescription <font color=""blue"">quinine</font> has been shown to cause rare but serious <font color=""red"">bleeding disorders</font> (it lowers platelet count which can cause a lot of other bad things to happen)."
711485122,false,finalized,3,4/29/15 17:01,question,0.6226,caused side effect,1,1641,false,,,,,"boonix					replied september 13th, 2006					  				    												    new to lutera				    										    																		i have been taking <font color=""blue"">lutera</font> for two weeks now, and just wondered if anyone else has experienced similar side effects: overly emotional, <font color=""red"">acne</font>, weight gain?"
711485123,false,finalized,3,4/29/15 21:06,personal experience,0.3488,other,0.3488,1642,false,,,,,"i've read of plenty of people who took chop and <font color=""blue"">rituxan</font> a year ago whose <font color=""red"">cancer</font> is progressing."
711485124,false,finalized,3,4/30/15 8:18,personal experience,1,other,0.68,1643,false,,,,,"hey twoduct-talked to my pain doctor about <font color=""red"">celiac block</font> and <font color=""blue"">morphin</font> pump also."
711485125,false,finalized,3,4/29/15 18:28,personal experience,1,caused side effect,1,1644,false,,,,,"i found that many progestigens give me severe depression and anxiety, plus a host of unpleasant side effects (pain, <font color=""red"">dizziness</font>, nausea etc and a period that last 8 months from the <font color=""blue"">provera</font>!"
711485126,false,finalized,3,4/29/15 19:49,personal experience,1,other,1,1645,false,,,,,"my blood sugar levels go up consistently, despite <font color=""blue"">insulin</font> if i have a <font color=""red"">cold</font> or chest infection, even an infected nail can bring it up!"
711485127,false,finalized,3,4/30/15 3:44,personal experience,1,caused side effect,1,1646,false,,,,,"however, by the next day, i had severe cramps and <font color=""red"">diarrhea</font> and didn't attribute it to the removal of the <font color=""blue"">mirena</font> until i read other posts."
711485128,false,finalized,3,4/30/15 10:18,personal experience negated,0.6668,caused side effect,1,1647,false,,,,,"the main side effect from <font color=""blue"">fish oil</font> typically is intestinal discomfort and <font color=""red"">gas</font>, although i've never experienced any issues with taking it."
711485129,false,finalized,3,4/29/15 17:12,personal experience,1,is prescibed for,0.68,1648,false,,,,,"i was prescribed <font color=""blue"">cipro</font> shortly before being diagnosed with <font color=""red"">mg</font>, so i well understand the risks of some of these meds."
711485130,false,finalized,3,4/30/15 8:59,impersonal experience,1,caused side effect,1,1649,false,,,,,"cortizone will make you <font color=""red"">diabetic</font>, nerve block will be even worse, <font color=""blue"">steroids</font> is not the solution."
711485131,false,finalized,3,4/29/15 20:50,personal experience,1,caused side effect,0.6707,1650,false,,,,,"hello i am on abilify, and <font color=""blue"">celexa</font>, from what i understand about abilify and from personal use, it will load you up with energy, one of the main side effects is <font color=""red"">weight loss</font>."
711485132,false,finalized,3,4/29/15 16:46,personal experience,1,caused side effect,0.6739,1651,false,,,,,"i have severe bone/joint pain, <font color=""red"">osteoporosis</font> (diagnosed since <font color=""blue"">arimidex</font>)and hot flashes."
711485133,false,finalized,3,4/29/15 22:19,personal experience,1,caused side effect,1,1652,false,,,,,"once again, ' constipation/gerd' you see i had been taking <font color=""blue"">prilosec</font> for gerd, which i had to stop because it caused me severe <font color=""red"">constipation</font>."
711485134,false,finalized,3,4/29/15 22:15,impersonal experience,0.66,caused side effect,1,1653,false,,,,,"originally posted by s2h													you may start to experience <font color=""red"">hot flashes</font> with that longer term <font color=""blue"">nolvadex</font> use..."
711485135,false,finalized,3,4/30/15 7:54,personal experience,1,is prescibed for,0.657,1654,false,,,,,"plus, i just don't feel good - i was given <font color=""blue"">morphine</font> in the er and sent some w/vicoden for the <font color=""red"">leg pain</font>."
711485136,false,finalized,3,4/29/15 17:58,impersonal experience,0.6327,other,0.6939,1655,false,,,,,"in some cases it then  overreacts and releases too much insulin and you get a ""mismatch"" between <font color=""blue"">insulin</font> and glucose in the bloodstream, resulting in <font color=""red"">hypoglycemia</font>."
711485137,false,finalized,3,4/29/15 18:35,impersonal experience,0.6875,caused side effect,1,1656,false,,,,,"since the <font color=""blue"">narcotics</font> are so strong, tapering or a suboxone substitute sound's like a way out of this horrible <font color=""red"">addiction</font>."
711485138,false,finalized,3,4/30/15 11:12,personal experience,1,caused side effect,1,1657,false,,,,,"kikimy last two surgery's i had the <font color=""blue"">morphine</font> pump it made me <font color=""red"">drowsy</font> and nausea."
711485139,false,finalized,3,4/29/15 21:21,personal experience,1,is prescibed for,0.6604,1658,false,,,,,"i ask because two weeks after diagnoses with type 2, my doctor (because of <font color=""red"">diarrhea</font> problems) changed me from metformin er to <font color=""blue"">glumetza</font> er."
711485140,false,finalized,3,4/29/15 17:40,personal experience,1,caused side effect,1,1659,false,,,,,"mark:  for me, i honestly feel like the <font color=""blue"">elavil</font> makes me have kind of a ""<font color=""red"">hangover</font>' and i feel more tired on it then without it."
711485141,false,finalized,3,4/29/15 17:33,personal experience,1,caused side effect,1,1660,false,,,,,"my last resort was <font color=""blue"">methotrexate</font>, which i had to stop due to elevated <font color=""red"">liver enzymes</font>."
711485142,false,finalized,3,4/30/15 6:28,personal experience,1,caused side effect,1,1661,false,,,,,"the <font color=""blue"">cytotec</font> caused a lot of <font color=""red"">cramping</font> (a little more than period cramping), but my doctor said that it was supposed to do that to help the cervix open to allow everything to pass."
711485143,false,finalized,3,4/29/15 22:17,personal experience,1,other,0.6809,1662,false,,,,,"i can't do any form of estrogen since i have <font color=""red"">blood clotting</font> issues so i went with the natural <font color=""blue"">progesterone cream</font> instead."
711485144,false,finalized,3,4/29/15 19:37,impersonal experience,1,caused side effect,1,1663,false,,,,,"if you do start <font color=""blue"">synthroid</font> you may notice increased energy or even <font color=""red"">nervousness</font> at first until your body adjusts to the higher level of hormone."
711485145,false,finalized,3,4/29/15 22:00,personal experience,1,other,1,1664,false,,,,,"hiyawell i have only really got <font color=""red"">drunk</font> about 3 times in 2 months since being on <font color=""blue"">paxil</font>..."
711485146,false,finalized,3,4/29/15 17:55,impersonal experience,1,is contraindicated in,0.6735,1665,false,,,,,"id48m, well i do know it can be dangerous for <font color=""red"">diabetics</font> to take any kind of <font color=""blue"">steroids</font> because they can wreck havoc on one's blood sugar."
711485147,false,finalized,3,4/30/15 6:41,personal experience,1,caused side effect,1,1666,false,,,,,"ps: vitamins are causing my <font color=""red"">constipation</font>, i had to stop my vitamins and got low hemoglobin, now i am back on the <font color=""blue"">vitamin</font> and back to being constipated..."
711485148,false,finalized,3,4/29/15 17:53,impersonal experience,1,caused side effect,0.3652,1667,false,,,,,"they usually tell you not to take <font color=""blue"">advil</font> when you're on warfarin (coumadin) due to risk of <font color=""red"">bleeding</font>."
711485149,false,finalized,3,4/29/15 20:36,personal experience,1,caused side effect,1,1668,false,,,,,"she is still fairly healthy on <font color=""blue"">tacrolimus</font> and bactrim, with 2-3 episodes of <font color=""red"">diarrhea</font> a day and fecal incontinence every one to two days."
711485150,false,finalized,3,4/29/15 16:59,personal experience,1,caused side effect,1,1669,false,,,,,"i am on celexa which is related to <font color=""blue"">lexapro</font> and i have <font color=""red"">night sweats</font> every night."
711485151,false,finalized,3,4/30/15 6:13,impersonal experience,1,caused side effect,1,1670,false,,,,,"some people have bad reactions to any medication, but most of the 'worst' side effects with <font color=""blue"">mtx</font> are <font color=""red"">nausea</font> and hair thinning."
711485152,false,finalized,3,4/30/15 10:42,personal experience negated,0.6805,caused side effect,1,1671,false,,,,,"so i started taking <font color=""blue"">minocycline</font> since last wednesday and i am feeling ok, i mean i did not get any <font color=""red"">itchy</font> or rash."
711485153,false,finalized,3,4/29/15 18:15,personal experience,1,caused side effect,1,1672,false,,,,,"i then came down with <font color=""red"">oral thrush</font> as the doctor said its from the <font color=""blue"">antibiotics</font> as i was on 6 weeks of them."
711485154,false,finalized,3,4/29/15 17:04,personal experience,1,caused side effect,1,1673,false,,,,,"i just went off of <font color=""blue"">nuvaring</font> after almost three years of <font color=""red"">migraines</font> every month."
711485155,false,finalized,3,4/30/15 6:38,personal experience,1,caused side effect,1,1674,false,,,,,"i'd take the <font color=""red"">hot flashes</font> over the <font color=""blue"">niacin</font> flush myself."
711485156,false,finalized,3,4/30/15 3:34,personal experience,1,caused side effect,1,1675,false,,,,,"but then after taking cardizem in pm and 40<font color=""blue"">benicar</font> and hzt for 2 weeks i then become tired/ <font color=""red"">nauseated</font> and just plain sick."
711485157,false,finalized,3,4/29/15 22:39,personal experience,0.6667,was effective against,0.3333,1676,false,,,,,"i'm also close to my 6th week on <font color=""blue"">retin-a</font> (generic) and still have some painful <font color=""red"">cysts</font> on my forehead."
711485158,false,finalized,3,4/29/15 18:30,personal experience,0.6939,caused side effect,0.6939,1677,false,,,,,"the medications,first <font color=""blue"">seroquel</font>, then switched to abilify then back on seroquel, left me feeling really tired and more <font color=""red"">depressed</font>."
711485159,false,finalized,3,4/30/15 3:42,personal experience,0.6735,caused side effect,1,1678,false,,,,,"<font color=""blue"">cortisol</font> stimulates digestion and if you don't have enough in you then your food will not digest properly and when you do eat it can make you <font color=""red"">nauseated</font>."
711485160,false,finalized,3,4/29/15 23:31,personal experience,1,is prescibed for,0.6499,1679,false,,,,,"ive been on <font color=""blue"">risperdal</font> for months and it has literally been a life saver, like you i started to get more <font color=""red"">anxious</font> and was then told to up my dose!"
711485161,false,finalized,3,4/29/15 23:18,personal experience negated,0.3529,caused side effect,0.6471,1680,false,,,,,"my mom took <font color=""blue"">avapro</font> and reported having <font color=""red"">dizzy spells</font> and headaches."
711485162,false,finalized,3,4/29/15 22:57,personal experience,1,caused side effect,1,1681,false,,,,,"repperm   						 october 11th, 2012															    												    																					over 2 months ago now i took a vitamin b3 <font color=""blue"">niacin tablet</font> which i ended up going to hospital for because i got the ""<font color=""red"">flushing</font>"" side effect."
711485163,false,finalized,3,4/29/15 18:20,impersonal experience,1,caused side effect,1,1682,false,,,,,"i read more about lithium & saw that ibuprofen & lithium cause a <font color=""blue"">lithium spike</font> & can cause the blackouts/<font color=""red"">fainting</font>."
711485164,false,finalized,3,4/30/15 2:14,personal experience,1,is prescibed for,1,1683,false,,,,,"i went to urgent care and had doctor look at some <font color=""red"">spots</font> around my urethra and she said they were lesion like and possibly herpes so she gave me a 10 day supply of <font color=""blue"">acyclovir</font>."
711485165,false,finalized,3,4/29/15 20:08,impersonal experience,1,caused side effect,1,1684,false,,,,,"if you notice excess <font color=""red"">facial hair</font>, just stop the <font color=""blue"">testosterone</font> and give the doc a call."
711485166,false,finalized,3,4/30/15 4:47,personal experience,1,other,0.3514,1685,false,,,,,"vic90					replied july 19th, 2009					  				    												    <font color=""red"">depression</font>, mood change after completing the <font color=""blue"">champix</font> course."
711485167,false,finalized,3,4/29/15 23:12,personal experience,1,caused side effect,0.6662,1686,false,,,,,")  then the nasty little voice that talks to me told me dh only gave me the <font color=""blue"">seroquel</font> so i would <font color=""red"">pass out</font> and he wouldn't have to deal with me anymore."
711485168,false,finalized,3,4/29/15 21:09,personal experience,0.6522,was effective against,0.3478,1687,false,,,,,"<font color=""blue"">antibiotics</font> are a minor convienence compared to living with <font color=""red"">fibromyalgia</font>."
711485169,false,finalized,3,4/29/15 16:53,impersonal experience,1,was effective against,1,1688,false,,,,,"[quote=glynie;1309878]from what i've read online, reintroducing <font color=""blue"">testosterone</font> may alleviate most/all of the above symptoms including the <font color=""red"">depression</font>."
711485170,false,finalized,3,4/30/15 1:45,impersonal experience,1,caused side effect,1,1689,false,,,,,"as you know one of the contraindications of the <font color=""blue"">prednisone</font> is the bloating and <font color=""red"">fluid retention</font>."
711485171,false,finalized,3,4/29/15 18:39,personal experience,1,is prescibed for,0.6596,1690,false,,,,,"i told them aspirin can cause <font color=""red"">bleeding anda stroke</font> they insisted and a few weeks later i had 4 clots 2 in each leg and another round of <font color=""blue"">lovenox</font>."
711485172,false,finalized,3,4/29/15 22:40,impersonal experience,1,caused side effect,1,1691,false,,,,,"some trade names luminalconversely, by decreasing the activity of the enzyme system, drugs such as erythromycin and <font color=""blue"">ciprofloxacin</font> can increase the activity of warfarin , <font color=""red"">risking bleeding</font>."
711485173,false,finalized,3,4/29/15 18:14,impersonal experience,1,is prescibed for,1,1692,false,,,,,"persons with <font color=""red"">diabetes</font> must take <font color=""blue"">seroquel</font> (quetiapine fumarate) under doctors guidance."
711485174,false,finalized,3,4/29/15 21:06,personal experience,0.7,caused side effect,1,1693,false,,,,,"i don't want to lose the <font color=""blue"">ldn</font>, but i do want to lose the <font color=""red"">stomach pain</font>."
711485175,false,finalized,3,4/30/15 0:12,personal experience,1,was effective against,0.36,1694,false,,,,,"i am hopeful that with further weight loss my <font color=""blue"">insulin</font> resistance will improve so i can moderate my diet to include some of the foods i have eliminated for <font color=""red"">weight loss</font>."
711485176,false,finalized,3,4/29/15 16:59,personal experience,0.6604,was effective against,0.6604,1695,false,,,,,"to: mserslife   sent: sunday, december 4, 20115:20 pm subject: re:   my update on <font color=""red"">painful knee</font>/leg - reply -  low <font color=""blue"">dose prednisone</font> and my own epilepsy medication helps."
711485177,false,finalized,3,4/29/15 21:38,personal experience,1,other,0.6875,1696,false,,,,,"i got my associate on clonazepam for <font color=""red"">fits</font> (seizures, and temazepam to sleep and occassional <font color=""blue"">oxycotin</font> in pain in head as they drill in, mother-."
711485178,false,finalized,3,4/30/15 5:38,impersonal experience,1,caused side effect,1,1697,false,,,,,"41% of the <font color=""red"">bleeding</font> patients had beentaking the high inhibition ssris (<font color=""blue"">paxil</font>, zoloft, prozac)."
711485179,false,finalized,3,4/29/15 17:29,personal experience,1,caused side effect,1,1698,false,,,,,"> =======>> i had <font color=""red"">headache</font>, nausea and near vomiting on <font color=""blue"">avicel</font> and so haveothers here and on my ldn forum."
711485180,false,finalized,3,4/29/15 16:59,personal experience,0.625,caused side effect,1,1699,false,,,,,"i called <font color=""blue"">nexium</font>,but they couldn't tell me any more than that in their clinical trials less than 1% reported muscle cramping/spasm &/or joint pain &/or <font color=""red"">swelling</font>."
711485181,false,finalized,3,4/29/15 22:11,personal experience,1,caused side effect,1,1700,false,,,,,"insulins have stopped my tiredness/<font color=""red"">fatigue</font>, drugged up feelings that i had when i was on novorapid and levemir and later novorapid and <font color=""blue"">lantus</font>."
711485182,false,finalized,3,4/29/15 17:14,personal experience,1,other,0.6863,1701,false,,,,,"i have been taking <font color=""blue"">lisinopril</font> since 1995 before i was diagnosed with <font color=""red"">diabetes</font> (1998), for hypertension."
711485183,false,finalized,3,4/30/15 10:35,personal experience,1,caused side effect,1,1702,false,,,,,"in fact i didnt even realize the edema was even being caused by the gluchophage or <font color=""blue"">metformin</font> until i got off of it and the <font color=""red"">edema</font> went away."
711485184,false,finalized,3,4/29/15 17:37,personal experience,1,is prescibed for,1,1703,false,,,,,"i've started taking women's <font color=""blue"">vitamins</font> hoping it can balance out whatever imbalance or <font color=""red"">vitamin deficiencies</font> i may have.."
711485185,false,finalized,3,4/29/15 19:44,personal experience,1,was effective against,0.6707,1704,false,,,,,"i take a <font color=""blue"">prednisone</font> and it seems to help, because after those feelings ,usually <font color=""red"">vertigo</font> appears as well."
711485186,false,finalized,3,4/29/15 18:29,personal experience,1,other,0.6387,1705,false,,,,,"hi , i have had a lot more <font color=""red"">brain fog</font>, but didn't even connect that with the <font color=""blue"">cortisol</font>."
711485187,false,finalized,3,4/29/15 17:40,question,1,caused side effect,1,1706,false,,,,,"only insulin resistance from illness, <font color=""red"">weight gain</font> or other reasons (bad <font color=""blue"">insulin</font>, bad site?"
711485188,false,finalized,3,4/30/15 1:33,impersonal experience,1,caused side effect,0.6861,1707,false,,,,,"<font color=""blue"">diltiazem</font> is a calcium channel blocker and such medications do indeed exacerbate <font color=""red"">gingival hyperplasia</font> (enlarged gums)."
711485189,false,finalized,3,4/29/15 18:29,impersonal experience,0.7097,caused side effect,1,1708,false,,,,,"i had my husband bring my pdr (physician's desk reference) & i showed the doctor the list of adverse  reactions to <font color=""blue"">mannitol</font>, which included <font color=""red"">chest pain</font> & pancreatitis."
711485190,false,finalized,3,4/29/15 16:27,personal experience,0.6739,is prescibed for,0.6522,1709,false,,,,,"writes: my daughter is back in the hospital (2nd time in 2 months) with selfinjurious behavior and <font color=""red"">severe aggression</font> and they took her off <font color=""blue"">zyprexa</font> and arestarting 2mg of abilify today."
711485191,false,finalized,3,4/29/15 17:38,personal experience,1,caused side effect,1,1710,false,,,,,"i am still a big guy but the <font color=""red"">weight loss</font> along reduced my <font color=""blue"">insulin</font> resistance enough that i could drop the insulin, and then with lots of exercise..."
711485192,false,finalized,3,4/29/15 17:14,personal experience,1,caused side effect,1,1711,false,,,,,"i'm currently using <font color=""blue"">progesterone cream</font> (not pregnant) and the cream has amazing benefits but also causes headache, stuffy nose and <font color=""red"">frequent urination</font>."
711485193,false,finalized,3,4/29/15 18:35,personal experience negated,0.6809,caused side effect,1,1712,false,,,,,"we use <font color=""blue"">emla</font> and he sometimes has a red mark where the cream was but it goes away - it doesn't look like a <font color=""red"">rash</font> or allergic reaction."
711485194,false,finalized,3,4/29/15 18:59,personal experience,1,other,0.3478,1713,false,,,,,"i always bleed badly each month, the warfarin has made it worse and so i was recommended mirena, the dr won't fit one because i'm on <font color=""blue"">warfarin</font> and i might <font color=""red"">bleed</font> during fitting."
711485195,false,finalized,3,4/29/15 21:32,personal experience,1,caused side effect,1,1714,false,,,,,"now i am severely allergic or intolerant of any sort of derivative of <font color=""blue"">codeine</font> - i get extremely <font color=""red"">nauseous</font> and my bp drops dangerously low."
711485196,false,finalized,3,4/29/15 20:50,impersonal experience,1,caused side effect,1,1715,false,,,,,"side effects of <font color=""blue"">dhea</font> have been acne, facial hair on women, cardiac irregularities, feeling of chest tightness, irritability, <font color=""red"">anxiety</font>, headaches, and sleeplessness."
711485197,false,finalized,3,4/29/15 18:33,personal experience,1,caused side effect,1,1716,false,,,,,"i have been on <font color=""blue"">elmiron</font>,but hate the <font color=""red"">nausea</font>,so i kinda forget (yeah right..."
711485198,false,finalized,3,4/29/15 22:18,personal experience negated,0.7009,is prescibed for,0.359,1717,false,,,,,"i am suspected to have adrenal fatigue (tired, dizzy, light sensitivity, <font color=""red"">hair loss</font>, weight loss) and am taking <font color=""blue"">hydrocortisone</font> without much improvement.."
711485199,false,finalized,3,4/29/15 19:56,personal experience,1,caused side effect,1,1718,false,,,,,"i saw my cnp earlier this week and it looks like the <font color=""blue"">amitriptyline</font> i am taking for my ulcerative colitis is interacting with the effexor causing <font color=""red"">diarrhea</font>."
711485200,false,finalized,3,4/29/15 20:43,personal experience,1,caused side effect,1,1719,false,,,,,"i side effects i have had with <font color=""blue"">latuda</font> is it makes me go to sleep and gives me <font color=""red"">dry mouth</font>."
711485201,false,finalized,3,4/29/15 21:34,personal experience,0.6875,caused side effect,0.6875,1720,false,,,,,"when you get sick (cold, <font color=""red"">infection</font>)  you have to stop the <font color=""blue"">mtx</font> until well, so my days have shifted."
711485202,false,finalized,3,4/29/15 16:46,impersonal experience,1,is contraindicated in,0.6739,1721,false,,,,,"<font color=""red"">shingles</font> can be very dangerous if not treated and <font color=""blue"">humira</font> will lower your ability to fight it."
711485203,false,finalized,3,4/29/15 21:38,impersonal experience,1,caused side effect,0.6458,1722,false,,,,,"one of the most common symptoms is <font color=""red"">insulin resistance</font>: basically, your body doesn't process <font color=""blue"">insulin</font> correctly, and thereforewith extra insulin floating around it can mess with any other chemical inyour body."
711485204,false,finalized,3,4/29/15 20:35,personal experience,1,caused side effect,0.6458,1723,false,,,,,"i was on <font color=""blue"">enbrel</font> a few years ago and had a <font color=""red"">cold with an ear</font> infection."
711485205,false,finalized,3,4/30/15 0:30,impersonal experience,0.7059,caused side effect,0.7059,1724,false,,,,,"people that take <font color=""blue"">remicade</font> and humira (along with a cimzia and enbrel) have an increased risk of these <font color=""red"">infections</font>."
711485206,false,finalized,3,4/29/15 18:32,impersonal experience,1,is prescibed for,1,1725,false,,,,,"type 1 or <font color=""red"">lada</font> using <font color=""blue"">insulin</font> to reduce ir."
711485207,false,finalized,3,4/30/15 1:54,impersonal experience negated,0.6939,other,0.3673,1726,false,,,,,"there is no apparent association between <font color=""blue"">testosterone</font> replacement therapy and the development of <font color=""red"">prostate cancer</font>."
711485208,false,finalized,3,4/29/15 16:59,personal experience,1,was effective against,0.3846,1727,false,,,,,"i then went to see my pmd on the 10th of nov and he quickly took me off the zoloft because of <font color=""red"">weight gain</font> and put me on <font color=""blue"">10 mg of lexapro</font> once a day.."
711485209,false,finalized,3,4/29/15 17:25,personal experience,1,caused side effect,1,1728,false,,,,,"this has been happening several times a week for the past few months--extremely <font color=""red"">heavy periods--anxiety</font> to the point of getting therapy-gotten much better since going off <font color=""blue"">copaxone</font>--like a cloud lifted."
711485210,false,finalized,3,4/30/15 8:18,personal experience,1,caused side effect,0.68,1729,false,,,,,"my doc's nurse anesthesiologist used propofol and it was great, as i usually get <font color=""red"">nauseous</font> while coming out from under most types of <font color=""blue"">anesthesia</font>."
711485211,false,finalized,3,4/29/15 19:17,personal experience,1,caused side effect,1,1730,false,,,,,"i should leave well enough alone but the <font color=""red"">ed</font> that <font color=""blue"">paxil</font> causes is not fair to my spouse."
711485212,false,finalized,3,4/29/15 22:19,personal experience,1,other,1,1731,false,,,,,"the latest thing that doctors have done is give me <font color=""blue"">steroids</font> that have shot my blood sugar up to 500; another is pills for <font color=""red"">anxiety</font>."
711485213,false,finalized,3,4/29/15 21:34,impersonal experience,0.6712,other,0.6548,1732,false,,,,,"this is because they control you're <font color=""blue"">insulin</font> levels and keep your <font color=""red"">hunger</font> levels regulated."
711485214,false,finalized,3,4/30/15 10:41,personal experience,1,caused side effect,1,1733,false,,,,,"i have used <font color=""blue"">oxycodone</font> quick release and it make me feel agitated, itchy and <font color=""red"">anxious</font>."
711485215,false,finalized,3,4/29/15 17:29,impersonal experience,1,caused side effect,1,1734,false,,,,,"however, it can also potentially cause <font color=""red"">low blood pressure</font> when combined with <font color=""blue"">viagra</font>."
711485216,false,finalized,3,4/29/15 22:40,impersonal experience,0.68,is prescibed for,0.34,1735,false,,,,,"tylenol (<font color=""blue"">acetominophen</font>) should be taken with caution in those with renal or <font color=""red"">hepatic disease</font> or chronic alcoholism."
711485217,false,finalized,3,4/29/15 18:17,impersonal experience,1,caused side effect,1,1736,false,,,,,"you have stated that <font color=""blue"">jojoba oil</font> has <font color=""red"">acne</font> causing ingredients in it."
711485218,false,finalized,3,4/29/15 21:31,personal experience,1,caused side effect,0.68,1737,false,,,,,"i can honestly deal with the gas and <font color=""red"">bloating</font> with lexapro, not the worst side effect imho (then again, my gas was pretty foul before i went on <font color=""blue"">lexapro</font>)"
711485219,false,finalized,3,4/29/15 17:01,personal experience,1,caused side effect,1,1738,false,,,,,"i was on <font color=""blue"">lyrica</font> for about a month and the whole time and after i experienced <font color=""red"">vision problems</font>, that like you, ended up to be ""fine"" but a side effect of this drug."
711485220,false,finalized,3,4/29/15 19:37,personal experience,1,caused side effect,1,1739,false,,,,,"i tried <font color=""blue"">lysinopril</font> but it caused pancreatitus (<font color=""red"">pancreatitis</font>)."
711485221,false,finalized,3,4/29/15 16:46,question,0.6596,caused side effect,1,1740,false,,,,,"i also hear that the <font color=""red"">weight gain</font> effects are usually from an increased appetite, not the <font color=""blue"">lexapro</font> itself, is this true????"
711485222,false,finalized,3,4/29/15 17:00,personal experience,1,caused side effect,1,1741,false,,,,,"i was taking <font color=""blue"">allegra</font> for allergies, stopped cause i thought they may be drying me up too much and may contribute to my <font color=""red"">dizziness</font>."
711485223,false,finalized,3,4/29/15 16:49,personal experience,0.6809,caused side effect,1,1742,false,,,,,"i also want to write the fda to tell them  that <font color=""red"">muscle pains</font> should be added to the list of side effects for <font color=""blue"">synthroid</font>."
711485224,false,finalized,3,4/30/15 3:39,impersonal experience,0.6883,caused side effect,1,1743,false,,,,,"most of these vision prolems are  due to the changes in the eye <font color=""red"">muscles lack</font> of coordination as a result of <font color=""blue"">lamicatal</font>."
711485225,false,finalized,3,4/29/15 17:24,personal experience,1,caused side effect,0.6875,1744,false,,,,,"had elevated <font color=""red"">liver enzymes</font> while on copaxone and a skin reaction to <font color=""blue"">gilenya</font>."
711485226,false,finalized,3,4/30/15 0:28,personal experience,1,was effective against,0.6667,1745,false,,,,,"i'm on a series of five antihistamines plus <font color=""blue"">cyclosporine</font>, which is the drug that's really doing the job of getting rid of the <font color=""red"">hives</font>."
711485227,false,finalized,3,4/29/15 23:12,personal experience,0.6538,caused side effect,0.6538,1746,false,,,,,"but now that i've reduced my <font color=""blue"">riba</font> and the resonating after effects of the vx <font color=""red"">rash</font> seem to be dissipating, i'm feeling better."
711485228,false,finalized,3,4/29/15 18:23,personal experience,0.6242,caused side effect,1,1747,false,,,,,"and that, to a certain extent, it's a temporary reprieve for warding off the <font color=""red"">depression</font> you feel when withdrawing from <font color=""blue"">opiates</font>."
711485229,false,finalized,3,4/29/15 21:18,personal experience,1,is prescibed for,0.7059,1748,false,,,,,"i get to tell her that i stopped <font color=""blue"">yasmin</font>, which she has encouraged me to stay on due to my bad periods (irregular, severe <font color=""red"">cramps</font>)."
711485230,false,finalized,3,4/29/15 17:18,impersonal experience,1,caused side effect,1,1749,false,,,,,"there is always some risk with prolonged use of <font color=""blue"">steroids</font> because they can cause <font color=""red"">cataracts</font>, diabetes and adrenal gland disorders."
711485231,false,finalized,3,4/29/15 18:30,personal experience,1,was effective against,1,1750,false,,,,,"just annoys me that i don't want the <font color=""blue"">nicotine</font>, i don't crave at all, i just smoked tonight to stop my <font color=""red"">back pain</font>."
711485232,false,finalized,3,4/29/15 20:43,personal experience,0.6604,is prescibed for,0.3396,1751,false,,,,,"the <font color=""blue"">ssri medications</font> that i was prescribed (zoloft, serzone and paxil) all made my <font color=""red"">manic</font> and depressive symptoms worse."
711485233,false,finalized,3,4/29/15 22:35,personal experience,1,caused side effect,1,1752,false,,,,,"she's required to get a <font color=""red"">tb</font> test annually while on <font color=""blue"">enbrel</font>."
711485234,false,finalized,3,4/29/15 19:17,impersonal experience,1,caused side effect,1,1753,false,,,,,"1st: the migraines/ <font color=""red"">headaches</font> might be rebound headaches which are actually caused by taking <font color=""blue"">opiates</font>."
711485235,false,finalized,3,4/29/15 17:13,impersonal experience,0.6939,was effective against,0.6939,1754,false,,,,,"my sister has a huge <font color=""red"">goiter</font> we're trying to get rid of and i think the <font color=""blue"">iodine</font> will help."
711485236,false,finalized,3,4/30/15 1:06,impersonal experience,1,caused side effect,1,1755,false,,,,,"thanksmike>hi mike, <font color=""blue"">pred</font> can also cause glaucoma,osteoperosis,weaken the immune system,cause thinning of the skin- "" onion skin "" ,<font color=""red"">heart issues</font>, and severalothers."
711485237,false,finalized,3,4/29/15 17:07,personal experience,0.6809,is prescibed for,0.6809,1756,false,,,,,"didn't take it at all for awhile, until starting the <font color=""blue"">nuerontin</font> after <font color=""red"">diabetes</font> diagnosis."
711485238,false,finalized,3,4/29/15 17:06,impersonal experience,0.6531,is prescibed for,0.6531,1757,false,,,,,"<font color=""blue"">25mg cortisol</font> in am for adrenal fatigue issues and on armor thyroid for <font color=""red"">hypo</font>."
711485239,false,finalized,3,4/29/15 22:34,personal experience,1,caused side effect,0.6939,1758,false,,,,,"anyway, i quit my medication of <font color=""blue"">zocor</font> (5 mg) after these ""<font color=""red"">cramps</font>"" started occuring on a daily basis at night."
711485240,false,finalized,3,4/29/15 22:24,impersonal experience,0.3529,caused side effect,0.7059,1759,false,,,,,"i know that one day i will have to use <font color=""blue"">insulin</font> and am concerned by <font color=""red"">weight gain</font>."
711485241,false,finalized,3,4/30/15 7:20,impersonal experience,0.6667,caused side effect,1,1760,false,,,,,"i think one of the reasons the metformin has been stopped is because i mentioned the fact that i want to lose more weight and <font color=""blue"">metformin</font> + insulin can cause <font color=""red"">weight gain</font>!"
